3,1,202,815,114,265
3,2,1471,643,72,202
3,3,349,820,104,260
3,4,408,783,83,284
3,5,1580,679,98,224
3,6,1171,599,59,202
3,7,665,685,95,216
3,8,1661,678,64,172
3,9,763,692,87,202
3,10,1029,609,69,186
3,11,961,609,59,187
3,13,866,537,46,143
3,16,1665,824,89,254
4,1,205,815,115,265
4,2,1465,642,74,208
4,3,353,822,103,258
4,4,410,782,81,279
4,5,1578,680,97,220
4,6,1174,606,58,197
4,7,664,686,95,216
4,8,1651,668,70,191
4,9,762,693,87,202
4,10,1031,617,68,184
4,11,964,611,59,189
4,13,868,535,47,148
4,16,1670,830,86,248
4,18,1441,504,53,95
5,1,207,815,114,265
5,2,1460,643,71,200
5,3,353,825,102,255
5,4,410,780,81,280
5,5,1580,683,76,177
5,6,1177,609,59,198
5,7,664,686,95,218
5,8,1644,667,73,195
5,9,755,697,84,198
5,10,1032,619,68,185
5,11,966,612,60,191
5,13,869,533,47,149
5,16,1674,832,87,246
5,18,1444,508,47,83
6,1,209,815,114,265
6,2,1456,643,69,198
6,3,354,824,102,256
6,4,412,780,82,281
6,5,1584,682,72,167
6,6,1179,610,58,196
6,7,664,687,94,216
6,8,1642,676,71,191
6,9,755,700,84,198
6,10,1035,621,67,184
6,11,967,614,61,190
6,13,870,533,47,147
6,16,1676,833,87,246
6,18,1443,509,48,85
7,1,215,814,115,266
7,2,1455,639,69,195
7,3,360,824,103,256
7,4,417,779,81,281
7,5,1583,679,73,173
7,6,1183,611,56,193
7,7,665,687,93,215
7,8,1639,677,69,184
7,9,754,702,84,200
7,10,1038,621,67,185
7,11,969,613,61,191
7,13,874,533,47,147
7,16,1681,831,87,248
7,18,1449,509,40,71
8,1,219,812,116,268
8,2,1455,632,68,197
8,3,367,824,101,256
8,4,423,778,81,281
8,5,1579,675,76,184
8,6,1189,612,57,192
8,7,665,688,94,217
8,8,1631,675,76,204
8,9,758,703,84,201
8,10,1040,625,66,182
8,11,972,616,61,190
8,13,877,537,47,147
8,16,1686,832,87,246
8,18,1452,510,38,66
8,22,1591,674,70,226
9,1,221,814,116,266
9,2,1453,636,68,197
9,3,370,825,101,255
9,4,426,779,79,273
9,5,1577,674,75,180
9,6,1191,612,58,194
9,7,665,689,93,217
9,8,1627,675,78,210
9,9,757,707,82,199
9,10,1040,626,65,183
9,11,975,616,61,192
9,13,876,536,48,152
9,16,1688,835,87,243
9,18,1454,511,36,64
9,22,1580,676,68,222
10,1,226,814,115,266
10,2,1450,637,67,197
10,3,373,825,101,255
10,4,429,780,80,277
10,5,1576,673,73,177
10,6,1191,609,60,200
10,7,665,690,92,215
10,8,1624,671,78,212
10,9,758,709,83,199
10,10,1044,622,65,186
10,11,978,619,61,190
10,13,877,536,49,154
10,16,1690,836,87,243
10,18,1455,512,35,61
10,22,1572,673,68,222
10,25,1413,591,45,158
11,1,231,814,116,266
11,2,1448,634,68,201
11,3,379,821,102,259
11,4,432,781,81,279
11,5,1575,672,72,173
11,6,1196,608,60,200
11,7,666,692,91,214
11,8,1622,671,76,212
11,9,759,709,84,203
11,10,1047,623,63,183
11,11,982,621,62,191
11,13,879,535,49,156
11,16,1695,840,86,239
11,18,1455,515,36,61
11,22,1570,673,66,218
11,25,1416,588,49,172
12,1,234,812,116,268
12,2,1443,632,70,206
12,3,383,819,105,261
12,4,434,783,79,275
12,5,1573,671,71,169
12,6,1196,608,62,204
12,7,665,695,91,214
12,8,1616,674,73,204
12,9,760,711,84,202
12,10,1048,625,61,180
12,11,986,623,61,191
12,13,880,535,49,158
12,16,1700,839,85,240
12,18,1456,517,35,59
12,22,1566,673,66,216
12,25,1415,587,52,180
12,26,1019,527,47,91
13,1,237,811,117,269
13,2,1435,623,76,217
13,3,385,818,105,262
13,4,440,785,76,262
13,5,1572,670,69,165
13,6,1198,605,64,209
13,7,665,698,90,215
13,8,1612,674,72,205
13,9,760,715,83,200
13,10,1050,628,57,169
13,11,985,623,62,193
13,13,881,534,50,160
13,16,1707,839,84,241
13,18,1454,517,36,59
13,22,1562,672,67,220
13,25,1415,592,51,178
13,26,1019,527,49,94
14,1,240,811,117,269
14,2,1432,630,75,210
14,3,385,820,105,260
14,4,445,788,75,254
14,5,1571,668,67,162
14,6,1199,599,66,216
14,7,665,701,91,215
14,8,1608,670,73,213
14,9,764,718,82,197
14,10,1047,628,60,179
14,11,988,624,61,191
14,13,882,534,51,162
14,16,1713,834,85,246
14,18,1455,516,38,60
14,22,1559,671,66,221
14,25,1415,592,53,183
14,26,1022,528,47,91
15,1,243,810,117,270
15,2,1428,629,76,211
15,3,387,819,105,261
15,4,446,787,76,255
15,5,1570,667,65,159
15,6,1201,601,65,212
15,7,666,704,90,214
15,8,1603,668,75,219
15,9,766,720,80,196
15,10,1046,629,61,184
15,11,989,624,61,193
15,13,883,533,52,164
15,16,1719,837,86,243
15,18,1454,516,39,62
15,22,1557,673,66,220
15,25,1415,593,54,187
15,26,1023,530,47,91
16,1,245,809,118,271
16,2,1425,631,78,211
16,3,389,818,105,262
16,4,448,785,75,257
16,5,1568,666,64,155
16,6,1203,604,66,210
16,7,667,706,89,215
16,8,1600,673,73,216
16,9,766,719,82,200
16,10,1050,633,62,185
16,11,991,628,61,191
16,13,885,533,52,165
16,16,1723,838,86,242
16,18,1454,519,40,61
16,22,1555,677,64,215
16,25,1416,593,55,192
16,26,1025,531,45,86
17,1,248,809,117,271
17,2,1422,631,79,215
17,3,390,815,107,265
17,4,450,783,75,258
17,5,1567,665,62,151
17,6,1207,612,65,205
17,7,667,708,89,215
17,8,1597,676,72,215
17,9,766,720,82,201
17,10,1056,639,60,181
17,11,992,627,62,196
17,13,886,532,52,168
17,16,1725,839,87,241
17,18,1452,520,41,62
17,22,1552,678,63,214
17,25,1469,619,63,216
17,26,1026,532,45,85
17,27,1200,595,50,223
17,29,953,576,58,157
17,30,1107,637,56,144
18,1,250,809,118,271
18,2,1420,634,80,214
18,3,391,814,106,266
18,4,454,783,73,258
18,5,1566,664,61,147
18,6,1211,618,64,200
18,7,667,710,90,216
18,8,1592,676,72,217
18,9,765,721,82,202
18,10,1061,644,58,176
18,11,995,630,62,196
18,13,890,564,41,132
18,16,1724,840,89,240
18,18,1451,520,42,62
18,22,1547,674,66,221
18,25,1478,624,57,191
18,26,1028,533,44,84
18,27,1201,600,50,223
18,29,953,577,57,156
18,30,1109,640,56,142
19,1,253,811,116,269
19,2,1422,644,75,204
19,3,393,813,106,267
19,4,456,783,73,257
19,5,1545,670,97,226
19,6,1212,614,66,207
19,7,669,712,90,218
19,8,1587,676,72,218
19,9,766,723,82,202
19,10,1066,645,59,176
19,11,997,631,63,198
19,13,890,558,44,141
19,16,1728,841,90,239
19,18,1451,521,42,61
19,22,1539,670,69,226
19,25,1482,625,54,180
19,26,1029,534,44,83
19,27,1201,591,49,217
19,29,952,579,58,154
19,30,1110,634,58,150
20,1,255,810,117,270
20,2,1419,631,80,217
20,3,394,813,105,267
20,4,458,783,72,254
20,5,1543,669,100,229
20,6,1217,617,66,206
20,7,673,713,90,218
20,8,1585,675,69,208
20,9,766,723,81,203
20,10,1071,644,60,178
20,11,1001,633,62,199
20,13,891,559,44,141
20,16,1732,843,91,237
20,18,1448,521,44,65
20,22,1535,667,69,227
20,25,1488,628,52,172
20,26,1030,535,44,82
20,27,1202,592,49,215
20,29,952,580,57,154
20,30,1112,628,61,157
21,1,257,810,117,270
21,2,1415,626,80,221
21,3,395,813,105,267
21,4,460,781,71,253
21,5,1546,669,98,223
21,6,1218,619,66,207
21,7,677,715,88,217
21,8,1578,671,70,211
21,9,765,727,81,201
21,10,1074,645,60,180
21,11,1006,636,61,197
21,13,893,575,41,130
21,16,1741,862,87,218
21,18,1448,522,45,64
21,22,1533,667,67,220
21,25,1491,635,51,166
21,26,1032,536,43,81
21,27,1203,593,48,214
21,29,952,582,57,152
21,30,1113,630,63,164
21,35,1813,800,67,204
22,1,260,812,116,268
22,2,1413,634,75,210
22,3,396,815,104,265
22,4,462,781,71,253
22,5,1534,670,98,226
22,6,1220,624,66,203
22,7,679,716,88,220
22,8,1572,671,72,218
22,9,762,732,81,201
22,10,1075,643,62,185
22,11,1012,645,59,190
22,13,892,567,43,141
22,16,1744,869,86,211
22,18,1446,522,46,65
22,22,1530,666,67,220
22,25,1490,632,56,187
22,26,1033,537,42,80
22,27,1204,594,47,212
22,29,952,583,56,151
22,30,1114,633,67,175
22,35,1816,804,62,187
23,1,262,812,117,268
23,2,1411,647,70,199
23,3,398,817,103,263
23,4,465,784,71,250
23,5,1530,675,97,222
23,6,1221,628,66,203
23,7,678,718,87,218
23,8,1539,673,72,219
23,9,761,734,80,201
23,10,1078,645,62,185
23,11,1017,650,57,186
23,13,891,562,46,150
23,16,1752,824,103,256
23,18,1446,523,46,65
23,22,1560,669,67,220
23,25,1492,634,53,175
23,26,1035,538,41,79
23,27,1204,595,48,210
23,29,952,585,55,150
23,30,1115,632,68,180
23,35,1816,808,59,181
24,1,263,812,117,268
24,2,1407,650,70,197
24,3,399,818,103,262
24,4,467,787,70,247
24,5,1527,675,98,223
24,6,1225,632,65,200
24,7,676,720,86,218
24,8,1526,673,74,222
24,9,760,739,77,196
24,10,1079,644,62,188
24,11,1020,651,57,186
24,13,892,563,46,151
24,16,1758,810,108,270
24,18,1448,523,49,68
24,22,1566,671,66,221
24,25,1493,636,52,171
24,26,1036,539,41,78
24,27,1205,596,47,208
24,29,951,586,56,149
24,30,1116,631,70,186
24,35,1816,813,57,174
25,1,263,811,118,269
25,2,1403,651,68,197
25,3,399,818,103,262
25,4,468,789,71,248
25,5,1524,675,99,225
25,6,1227,636,65,199
25,7,671,722,89,220
25,8,1516,675,77,222
25,9,760,741,75,195
25,10,1082,645,62,191
25,11,1019,650,58,189
25,13,894,582,42,137
25,16,1764,807,108,273
25,18,1447,524,49,69
25,22,1567,674,63,216
25,25,1494,636,51,171
25,26,1037,540,41,77
25,27,1202,576,52,227
25,29,951,588,55,147
25,30,1117,630,72,191
25,35,1816,817,55,167
25,39,1201,576,58,154
26,1,266,811,118,269
26,2,1401,652,67,196
26,3,400,819,102,261
26,4,468,790,72,248
26,5,1521,675,99,226
26,6,1230,642,64,195
26,7,666,725,90,222
26,8,1512,679,79,218
26,9,762,741,76,197
26,10,1086,646,63,192
26,11,1020,646,59,194
26,13,893,580,43,141
26,16,1775,843,94,237
26,18,1447,527,49,69
26,22,1568,675,62,215
26,25,1495,636,52,173
26,26,1039,540,40,77
26,27,1202,575,53,227
26,29,951,589,55,147
26,30,1118,628,74,197
26,35,1816,822,53,160
26,39,1200,576,61,163
27,1,268,809,119,271
27,2,1399,651,67,199
27,3,401,819,103,261
27,4,468,789,74,253
27,5,1518,676,100,227
27,6,1234,643,65,195
27,7,665,729,92,223
27,8,1512,678,83,221
27,9,762,743,76,197
27,10,1092,647,64,195
27,11,1024,647,59,195
27,13,894,582,43,137
27,16,1779,859,88,221
27,18,1448,529,49,69
27,22,1568,675,63,215
27,25,1501,633,51,174
27,26,1094,552,59,116
27,27,1203,574,52,227
27,29,951,591,54,145
27,30,1118,627,77,203
27,35,1816,826,51,154
27,39,1198,576,63,167
27,42,1443,610,62,184
28,1,272,808,119,272
28,2,1397,654,65,195
28,3,404,818,102,262
28,4,470,789,72,247
28,5,1515,676,101,228
28,6,1238,645,64,191
28,7,665,731,91,222
28,8,1508,678,85,225
28,9,761,745,77,199
28,10,1096,645,65,199
28,11,1026,650,59,192
28,13,898,594,39,126
28,16,1789,877,82,203
28,18,1449,530,49,69
28,22,1555,680,63,216
28,25,1504,634,52,175
28,26,1100,554,59,118
28,27,1202,577,52,219
28,29,951,592,53,145
28,30,1119,626,79,208
28,35,1816,830,49,147
28,39,1200,578,60,158
28,42,1449,618,57,169
29,1,275,808,118,272
29,2,1396,660,62,189
29,3,406,818,103,262
29,4,471,788,72,244
29,5,1512,676,101,230
29,6,1240,647,63,191
29,7,666,733,91,221
29,8,1511,679,85,225
29,9,758,746,79,205
29,10,1100,643,65,204
29,11,1029,656,58,187
29,13,898,597,40,128
29,16,1788,862,88,218
29,18,1449,531,49,69
29,22,1556,680,62,217
29,25,1508,635,52,176
29,26,1105,556,61,119
29,27,1202,576,52,219
29,29,951,594,53,143
29,30,1120,625,81,214
29,35,1816,835,47,140
29,39,1197,578,63,165
29,42,1451,622,61,182
30,1,278,811,117,269
30,2,1392,662,63,189
30,3,409,818,102,262
30,4,470,787,73,247
30,5,1509,676,102,231
30,6,1243,649,64,190
30,7,667,735,91,221
30,8,1516,678,86,226
30,9,755,748,80,207
30,10,1104,646,64,202
30,11,1031,653,61,196
30,13,897,599,41,128
30,16,1789,854,91,226
30,18,1450,538,46,63
30,22,1556,680,61,218
30,25,1512,637,52,176
30,26,1110,558,62,121
30,27,1203,575,51,219
30,29,950,595,53,142
30,30,1121,624,83,219
30,35,1816,839,44,134
30,39,1196,580,64,170
30,42,1453,621,60,176
30,45,1732,814,78,207
31,1,281,813,118,267
31,2,1390,664,63,189
31,3,412,817,102,263
31,4,471,785,74,249
31,5,1506,676,103,233
31,6,1246,650,64,191
31,7,665,736,93,228
